,Title,Artist,Lyrics
10,LUNCH,Billie Eilish,"Oh, mmm
I could eat that girl for lunch
Yeah, she dances on my tongue
Tastes like she might be the one
And I could never get enough
I could buy her so much stuff
It's a craving, not a crush, huh
Call me when you're there
Said: I bought you something rare
And I left it under Claire
So now she's coming up the stairs
So I'm pulling up a chair
And I'm putting up my hair
Baby, I think you were made for me
Somebody write down the recipe
Been trying hard not to overeat
You're just so sweet
I'll run a shower for you like you want
Clothes on the counter for you to try 'em on
If I'm allowed, I'll help you take 'em off
Huh
I could eat that girl for lunch
Yeah, she dances on my tongue
Tastes like she might be the one
And I could never get enough
I could buy her so much stuff
It's a craving, not a crush, huh
I just wanna get her off, oh
Oh, oh, oh, oh
Oh, oh, ah-ah-ah-ah
Oh-ah-huh
She's taking pictures in the mirror
Oh my God, her skin's so clear
Tell her: Bring that over here
You need a seat? I'll volunteer
Now she's smiling ear to ear
She's the headlights, I'm the deer
I've said it all before, but I'll say it again
I'm interested in more than just being your friend
I don't wanna break it, just want it to bend
Do you know how to bend?
I could eat that girl for lunch
She dances on my tongue
I know it's just a hunch
But she might be the one
I could
Eat that girl for lunch
Yeah, she
Tastes like she might be the one
I could, I could
Eat that girl for lunch
Yeah, she, yeah, she
Tastes like she might be the one"
11,Too Sweet,Hozier,"It can't be said I'm an early bird
It's ten o'clock before I say a word
Baby, I can never tell
How do you sleep so well
You keep tellin' me to live right
To go to bed before the daylight
But then you wake up for the sunrise
You know you don't gotta pretend
Baby, now and then
Don't you just wanna wake up, dark as a lake
Smellin' like a bonfire, lost in a haze?
If you're drunk on life, babe, I think it's great
But while in this world
I think I'll take my whiskey neat
My coffee black and my bed at three
You're too sweet for me
You're too sweet for me
I take my whiskey neat
My coffee black and my bed at three
You're too sweet for me
You're too sweet for me
Oh-oh-oh-oh-oh, oh-oh-oh-oh-oh-oh
Oh-oh-oh-oh-oh, oh-oh-oh-oh-oh-oh
I aim low
I aim true and the ground is where I go
I work late where I'm free from the phone
And the job gets done
But you worry some, I know
But who wants to live forever, babe?
You treat your mouth as if it's heaven's gate
The rest of you like you're the TSA
I wish I could go along
Babe, don't get me wrong
You know you're bright as the morning, as soft as the rain
Pretty as a vine, as sweet as a grape
If you can sit in a barrel, maybe I'll wait
Until that day
I'd rather take my whiskey neat
My coffee black and my bed at three
You're too sweet for me
You're too sweet for me
I take my whiskey neat
My coffee black and my bed at three
You're too sweet for me
You're too sweet for me
Oh-oh-oh-oh-oh, oh-oh-oh-oh-oh-oh
Oh-oh-oh-oh-oh, oh-oh-oh-oh-oh-oh
Oh-oh-oh-oh-oh, oh-oh-oh-oh-oh-oh
Oh-oh-oh-oh-oh, oh-oh-oh-oh-oh-oh
I take my whiskey neat
My coffee black and my bed at three
You're too sweet for me
You're too sweet for me"
12,Please Please Please,Sabrina Carpenter,"(Please, please, please, don't prove I'm right)
I know I have good judgment, I know I have good taste
It's funny and it's ironic that only I feel that way
I promise 'em that you're different
And everyone makes mistakes, but just don't
I heard that you're an actor, so act like a stand-up guy
Whatever devil's inside you, don't let him out tonight
I tell them it's just your culture
And everyone rolls their eyes, yeah, I know
All I'm asking, baby
Please, please, please
Don't prove I'm right
And please, please, please
Don't bring me to tears when I just did my makeup so nice
Heartbreak is one thing
My ego's another
I beg you: Don't embarrass me, motherfucker, ah-oh
Please, please, please (ah-ah-ah)
Well, I have a fun idea, babe (uh-huh): Maybe just stay inside
I know you're craving some fresh air
But the ceiling fan is so nice (it's so nice, right?)
And we could live so happily
If no one knows that you're with me
I'm just kidding, but really (kinda), really, really
Please, please, please (please, don't prove I'm right)
Don't prove I'm right
And please, please, please
Don't bring me to tears when I just did my makeup so nice
Heartbreak is one thing (heartbreak is one thing)
My ego's another (ego's another)
I beg you: Don't embarrass me, motherfucker, ah-oh
Please, please, please (ah-ah-ah)
If you wanna go and be stupid
Don't do it in front of me
If you don't wanna cry to my music
Don't make me hate you prolifically
Please, please, please (please)
Please, please, please (please)
Please (please), please (please), please
(Ah-ah-ah-ah)"
13,Alvo Mais Que a Neve,Harpa Cristã,"Bendito seja o Cordeiro
Que na cruz por nós padeceu
Bendito seja o Seu sangue
Que por nós ali Ele verteu
Eis nesse sangue, lavados
Com roupas que tão alvas são
Os pecadores remidos
Que perante seu Deus já estão
Alvo mais que a neve
Alvo mais que a neve
Sim, neste sangue lavado
Mais alvo que a neve serei
Quão espinhosa a coroa
Que Jesus por nós suportou
Ó, quão profundas as chagas
Que nos provam o quanto Ele amou
Eis, nessas chagas, pureza
Para o maior pecador
Pois que mais alvo que a neve
O Teu sangue nos torna, Senhor
Alvo mais que a neve
Alvo mais que a neve
Sim, nesse sangue lavado
Mais alvo que a neve serei
Se nós a Ti confessarmos
E seguirmos na Tua luz
Tu não somente perdoas
Purificas também, ó Jesus
Sim, e de todo pecado
Que maravilha de amor
Pois, que mais alvo que a neve
O Teu sangue nos torna, Senhor
Alvo mais que a neve
Alvo mais que a neve
Sim, nesse sangue lavado
Mais alvo que a neve serei
Sim, nesse sangue lavado
Mais alvo que a neve serei"
14,Os Planos de Deus,Samuel Messias,"Bem sei eu que tudo podes
Nenhum dos Teus planos pode se frustrar
A vontade é Tua e a minha vida em Tuas mãos está
E nenhum dos Teus planos pode se frustrar
Oh, oh
E nenhum dos Teus planos podem se frustrar
Não se frustrarão, não se frustrarão
Os planos de Deus ninguém impedirá
Pode o vento soprar, a Terra pode se abalar
Mas os planos de Deus ninguém impedirá
Bem sei eu que tudo podes
E nenhum dos Teus planos pode se frustrar
A vontade é Tua e minha vida em Tuas mãos está
E nenhum dos Teus planos pode se frustrar
Oh, oh
E nenhum dos Teus planos podem se frustrar
Não se frustrarão, não se frustrarão
Os planos de Deus ninguém impedirá
Pode o vento soprar, a Terra pode se abalar
Mas os planos de Deus ninguém impedirá
Ninguém pode te ajudar
Ninguém pode te levantar
Mas se Deus tem um plano contigo
Ninguém impedirá
Quando passares pelas águas
Eu estarei contigo, filho
Quando passares pelo fogo
Ele não te queimará
Pois Eu estou contigo, filho
Eu estou contigo, filho
Eu estou contigo, filho
Eu estou contigo, filho
E se o teu barco parecer que vai naufragar
Está balançando pra lá e pra cá
Está causando medo em teu coração
Está causando dúvidas, cadê Jesus?
Mas olha só quem vem aí
Andando sobre as águas
Parece que é Jesus
Andando sobre as águas
Está dando uma ordem para o vento
Sou Eu o dono do tempo
Sou Eu o dono daqui
Sou Eu o dono do mar
Sou Eu, sou Eu
Sou Eu, sou Eu
Sou Eu, sou Eu
Oh, oh
Ninguém pode te ajudar
Ninguém pode te levantar
Mas se Deus tem um plano contigo
Ninguém impedirá"
15,Eu Sou Teu Pai,Valesca Mayssa,"Muitos me conhecem pelo nome
Outros me conhecem só de ouvir falar
Alguns são de perto, e outros, de longe
Com licença, Eu vou me apresentar
Sabe quem Eu sou?
Eu sou aquele que te ouviu chorar
Eu sou o único que escolheu ficar
Amigo, confidente, o Pai que sempre sabe te aconselhar
Mais conhecido como Yeshua
O pão da vida, Jeová Rafah
Eu sou a luz no fim do túnel
A força quando a sua acabar
E se precisar, é só chamar
Não preciso de formalidade
Eu quero intimidade
Eu sou teu Pai, é só chamar
Não é sobre religiosidade
Eu quero intimidade
Sabe quem Eu sou?
Eu sou aquele que te ouviu chorar
Eu sou o único que escolheu ficar
Amigo, confidente, o Pai que sempre sabe te aconselhar
Mais conhecido como Yeshua
O pão da vida, Jeová Rafah
Eu sou a luz no fim do túnel
A força quando a sua acabar
E se precisar, é só chamar
Não preciso de formalidade
Eu quero intimidade
Eu sou teu Pai, é só chamar
Não é sobre religiosidade
Eu quero intimidade
Estar contigo a cada dia
Na angústia ou na alegria
E na felicidade ou na dificuldade
Não quero algo de momento
Eu quero um relacionamento
Com profundidade, na intimidade
E se precisar, é só chamar
Não preciso de formalidade
Eu quero intimidade
Eu sou teu Pai, é só chamar
Não é sobre religiosidade
Eu quero intimidade
E se precisar, é só chamar
Não preciso de formalidade
Eu quero intimidade
Eu sou teu Pai, é só chamar
Não é sobre religiosidade
Eu quero intimidade
Eu sou teu Pai, é só chamar
Eu sou teu Pai, é só chamar
Eu sou teu Pai, é só chamar
Eu sou teu Pai, é só chamar
Eu sou teu Pai, é só chamar
Eu sou teu Pai, é só chamar
E não preciso de formalidade
Eu quero intimidade
Eu sou teu Pai, é só chamar
Não é sobre religiosidade
Eu quero intimidade"
16,Lose Control,Teddy Swims,"Something's got a hold of me lately
No, I don't know myself anymore
Feels like the walls are all closin' in
And the devil's knockin' at my door, woah
Out of my mind, how many times
Did I tell you I'm no good at bein' alone?
Yeah, it's takin' a toll on me, tryin' my best to keep
From tearin' the skin off my bones, don't you know?
I lose control
When you're not next to me (when you're not here with me)
I'm fallin' apart right in front of you, can't you see?
I lose control
When you're not next to me, mmm
Yeah, you're breakin' my heart, baby
You make a mess of me
Problematic
Problem is I want your body like a fiend, like a bad habit
Bad habits hard to break when I'm with you
Yeah, I know I could do it on my own
But I want that real full Moon, black magic, and it takes two
Problematic
Problem is, when I'm with you, I'm an addict
And I need some release, my skin in your teeth
Can't see the forest through the trees
Got me down on my knees, darlin', please, oh
I lose control
When you're not next to me (when you're not here with me)
I'm fallin' apart right in front of you, can't you see?
I lose control
When you're not next to me, mmm
Yeah, you're breakin' my heart, baby
You make a mess of me, yeah
I lose control
When you're not here with me, mmm
I'm fallin' apart right in front of you, can't you see?
I lose control
When you're not here with me, mmm
Yeah, you're breakin' my heart, baby
You make a mess of me"
17,Evidências,Chitãozinho & Xororó,"Quando eu digo que deixei de te amar
É porque eu te amo
Quando eu digo que não quero mais você
É porque eu te quero
Eu tenho medo de te dar meu coração
E confessar que eu estou em tuas mãos
Mas não posso imaginar
O que vai ser de mim
Se eu te perder um dia
Eu me afasto e me defendo de você
Mas depois me entrego
Faço tipo, falo coisas que eu não sou
Mas depois eu nego
Mas a verdade
É que eu sou louco por você
E tenho medo de pensar em te perder
Eu preciso aceitar que não dá mais
Pra separar as nossas vidas
E nessa loucura de dizer que não te quero
Vou negando as aparências
Disfarçando as evidências
Mas pra que viver fingindo
Se eu não posso enganar meu coração?
Eu sei que te amo!
Chega de mentiras
De negar o meu desejo
Eu te quero mais que tudo
Eu preciso do seu beijo
Eu entrego a minha vida
Pra você fazer o que quiser de mim
Só quero ouvir você dizer que sim!
Diz que é verdade, que tem saudade
Que ainda você pensa muito em mim
Diz que é verdade, que tem saudade
Que ainda você quer viver pra mim"
18,A Alma Abatida,Harpa Cristã,"Se tu, minh'alma, a Deus suplicas
E não recebes, confiando fica
Em Suas promessas, que são mui ricas
E infalíveis pra te valer
Por que te abates, ó minha alma?
E te comoves, perdendo a calma?
Não tenhas medo, em Deus espera
Porque bem cedo Jesus virá
Ele intercede por ti, minh'alma
Espera Nele com fé e calma
Jesus de todos teus males salva
E te abençoa dos altos céus
Por que te abates, ó minha alma?
E te comoves, perdendo a calma?
Não tenhas medo, em Deus espera
Porque bem cedo Jesus virá
Terás, em breve, as dores findas
No dia alegre da Sua vinda
Se Cristo tarda, espera ainda
Mais um pouquinho e o verás
Por que te abates, ó minha alma?
E te comoves, perdendo a calma?
Não tenhas medo, em Deus espera
Porque bem cedo Jesus virá"
19,Bondade de Deus,Isaías Saad,"Te amo, Deus
Tua graça nunca falha
Todos os dias
Eu estou em Tuas mãos
Desde quando me levanto
Até eu me deitar
Eu cantarei da bondade de Deus
És fiel em todo tempo
Em todo tempo Tu és tão, tão bom
Com todo fôlego que tenho
Eu cantarei da bondade de Deus
Tua doce voz
Que me guia em meio ao fogo
Na escuridão
Tua presença me conforta
Sei que és meu Pai
Que amigo és
Eu vivo na bondade de Deus
És fiel em todo tempo
Em todo tempo Tu és tão, tão bom
Com todo fôlego que tenho
Eu cantarei da bondade de Deus
És fiel em todo tempo
Em todo tempo Tu és tão, tão bom
Com todo fôlego que tenho
Eu cantarei da bondade de Deus
Tua bondade me seguirá
Me seguirá, Senhor
Tua bondade me seguirá
Me seguirá, Senhor
Eu me rendo a Ti, Te dou o meu ser
Entrego tudo a Ti
Tua bondade me seguirá
Me seguirá, Senhor
Tua bondade me seguirá
Me seguirá, Senhor
Tua bondade me seguirá
Me seguirá, Senhor
Eu me rendo a Ti, te dou o meu ser
Entrego tudo a Ti
Tua bondade me seguirá
Me seguirá, Senhor
És fiel em todo tempo
Em todo tempo Tu és tão, tão bom
Com todo fôlego que tenho
Eu cantarei da bondade de Deus
És fiel em todo tempo
Em todo tempo Tu és tão, tão bom
Com todo fôlego que tenho
Eu cantarei da bondade de Deus
És fiel em todo tempo
Em todo tempo Tu és tão, tão bom
Com todo fôlego que tenho, que tenho
Eu cantarei da bondade de Deus
És fiel em todo tempo
Em todo tempo Tu és tão, tão bom
Com todo fôlego que tenho
Eu cantarei da bondade de Deus"
20,Hino da Vitória,Cassiane,"Quem é o homem que teve o poder de andar sobre o mar?
Quem é Ele que pode fazer o mar se calar?
No momento em que a tempestade vier te afogar
Ele vem com toda autoridade e manda acalmar
Quem é o homem que teve o poder de fazer Israel
Caminhar por entre as águas do Mar Vermelho?
Fez caminho no meio do mar
Para o povo de Israel passar
Do outro lado, com os pés enxutos
Puderam cantar o hino da vitória
Quando estiver frente ao mar
E não puder atravessar
Chame este homem com fé
Só Ele abre o mar
Não tenha medo, irmão
Se atrás vem faraó
Deus vai te atravessar
E você vai entoar o hino da vitória
Toda vez que o Mar Vermelho tiver que passar
Chame logo este homem para te ajudar
É nas horas mais difíceis que Ele mais te vê
Pode chamar este homem que Ele tem poder
Se passares pelo fogo, não vai te queimar
Se nas águas tu passares, não vão te afogar
Faça como Israel que o mar atravessou
E, no nome do Senhor, um hino de vitória
Do outro lado cantou
Quando estiver frente ao mar
E não puder atravessar
Chame este homem com fé
Só Ele abre o mar
Não tenha medo, irmão
Se atrás vem faraó
Deus vai te atravessar
E você vai entoar o hino da vitória
Toda vez que o Mar Vermelho tiver que passar
Chame logo este homem para te ajudar
É nas horas mais difíceis que Ele mais te vê
Pode chamar este homem que Ele tem poder
Se passares pelo fogo, não vai te queimar
Se nas águas tu passares, não vão te afogar
Faça como Israel que o mar atravessou
E, no nome do Senhor, um hino de vitória
Do outro lado cantou
(Do outro lado cantou)
Do outro lado cantou
Do outro lado cantou"
21,Pelo Sangue,Harpa Cristã,"Pelo mundo brilha a luz
Desde que morreu Jesus
Pendurado lá na cruz do Calvário
Os pecados carregou
E de culpa nos livrou
Pelo sangue que emanou no Calvário
Pelo sangue, pelo sangue
Somos redimidos, sim
Pelo sangue carmesim
Pelo sangue, pelo sangue
Pelo sangue de Jesus no Calvário
Antes, tinha mui temor
Mas agora tenho amor
Pois compreendo o valor do Calvário
Eu vivi na perdição
Mas achei a salvação
Pela grande redenção: O Calvário
Pelo sangue, pelo sangue
Somos redimidos, sim
Pelo sangue carmesim
Pelo sangue, pelo sangue
Pelo sangue de Jesus, no Calvário
És um grande pecador?
Eis aqui Teu Salvador
Tema do bom pregador: O Calvário
O Cordeiro divinal
Padeceu na cruz seu mal
E oferece graça tal, no Calvário
Pelo sangue, pelo sangue
Somos redimidos, sim
Pelo sangue carmesim
Pelo sangue, pelo sangue
Pelo sangue de Jesus, no Calvário"
22,Grandioso És Tu,Harpa Cristã,"Senhor, meu Deus, quando eu, maravilhado
Contemplo a Tua imensa criação
A terra e o mar e o céu todo estrelado
Me vêm falar da Tua perfeição
Então minh'alma canta a Ti, Senhor
Grandioso és Tu! Grandioso és Tu!
Então minh'alma canta a Ti, Senhor
Grandioso és Tu! Grandioso és Tu!
Quando as estrelas, tão de mim distantes
Vejo a brilhar com vívido esplendor
Relembro, oh! Deus, as glórias cintilantes
Que meu Jesus deixou, por meu amor!
Então minh'alma canta a Ti, Senhor
Grandioso és Tu! Grandioso és Tu!
Então minh'alma canta a Ti, Senhor
Grandioso és Tu! Grandioso és Tu!
Olho as florestas murmurando ao vento
E, ao ver que Tu plantaste cada pé
Recordo a cruz, o lenho tão cruento
E no Teu Filho afirmo a minha fé
Então minh'alma canta a Ti, Senhor
Grandioso és Tu! Grandioso és Tu!
Então minh'alma canta a Ti, Senhor
Grandioso és Tu! Grandioso és Tu!
E quando penso que Tu não poupaste
Teu Filho amado por amor de mim
Meu coração, que nele Tu ganhaste
Transborda, oh! Pai, de amor que não tem fim!
Então minh'alma canta a Ti, Senhor
Grandioso és Tu! Grandioso és Tu!
Então minh'alma canta a Ti, Senhor
Grandioso és Tu! Grandioso és Tu!
E quando Cristo, o amado meu voltando
Vier dos céus o povo seu buscar
No lar eterno, quero jubilando
A Tua Santa Face contemplar
Então minh'alma canta a Ti, Senhor
Grandioso és Tu! Grandioso és Tu!
Então minh'alma canta a Ti, Senhor
Grandioso és Tu! Grandioso és Tu!"
23,O Escudo,Voz da Verdade,"Por toda a minha vida
Ó Senhor, Te louvarei
Pois meu fôlego é a Tua vida
E nunca me cansarei
Posso ouvir a Tua voz
É mais doce do que o mel
Que me tira desta cova
E me leva até o céu
Já vi fogo e terremotos
Vento forte que passou
Já vivi tantos perigos
Mas Tua voz me acalmou
Tu dás ordem às estrelas
E ao mar, os seus limites
Eu me sinto tão seguro
No teu colo, ó Altíssimo
Não há ferrolhos, nem portas
Que se fechem diante da Tua voz
Não há doenças, nem culpa
Que fiquem de pé diante de nós
E a tempestade se acalma
Na voz Daquele que tudo criou
Pois Tua palavra é pura
Escudo para os que n'Ele creem
Não há ferrolhos, nem portas
Que se fechem diante da Tua voz
Não há doenças, nem culpa
Que fiquem de pé diante de nós
E a tempestade se acalma
Na voz Daquele que tudo criou
Pois Sua palavra é pura
Escudo para os que n'Ele creem"
24,Conversão,Harpa Cristã,"Oh! Quão cego andei e perdido vaguei
Longe, longe do meu Salvador!
Mas do céu Ele desceu, e Seu sangue verteu
Pra salvar um tão pobre pecador
Foi na cruz, foi na cruz
Onde um dia eu vi meu pecado castigado em Jesus
Foi ali, pela fé, que os olhos abri
E agora me alegro em sua Luz
Eu ouvia falar dessa graça sem par
Que do céu trouxe nosso Jesus
Mas eu surdo me fiz, converter-me não quis
Ao Senhor, que por mim, morreu na cruz
Foi na cruz, foi na cruz
Onde um dia eu vi meu pecado castigado em Jesus
Foi ali, pela fé, que os olhos abri
E agora me alegro em sua Luz
Mas um dia senti meu pecado, e vi
Sobre mim a espada da lei
Apressado fugi, em Jesus me escondi
E abrigo seguro n'Ele achei
Quão ditoso, então, este meu coração
Conhecendo o excelso amor
Que levou meu Jesus a sofrer lá na cruz
Pra salvar um tão pobre pecador
Foi na cruz, foi na cruz
Onde um dia eu vi meu pecado castigado em Jesus
Foi ali, pela fé, que os olhos abri
E agora me alegro em sua Luz"
25,Deserto,Maria Marçal,"Eu não preciso transformar
Pedras em pães para provar
Que no deserto Tu estás
Cuidando de mim
De um lugar alto não vou me lançar
Só pra demonstrar o Teu poder
Eu não preciso ver fenômenos para crer em Ti
Não troco nossa comunhão
Pelo prazer de conquistar
Palácios, riquezas
Como um deserto, isso vai passar
Por isso resistindo estou
E quando a minha força se esgotar
O Teu anjo vai me alimentar
Te adorar é o que sustenta-me de pé
Eu não vou, não vou perder a guerra
Te louvar em meio às tentações
É mais que estratégia
Posso não ver o amanhã
Mas hoje sei
Que esse deserto vai chegar ao fim
O Senhor está cuidando de mim
Eu não preciso transformar
Pedras em pães para provar
Que no deserto Tu estás
Cuidando de mim
De um lugar alto não vou me lançar
Só pra demonstrar o Teu poder
Eu não preciso ver fenômenos para crer em Ti
Não troco nossa comunhão
Pelo prazer de conquistar
Palácios, riquezas
Como um deserto, isso vai passar
Por isso resistindo estou
E quando a minha força se esgotar
O Teu anjo vai me alimentar
E Te adorar é o que sustenta-me de pé
Eu não vou, não vou perder a guerra
Te louvar em meio às tentações
É mais que estratégia
Posso não ver o amanhã
Mas hoje sei
Que esse deserto vai chegar ao fim
O Senhor está cuidando de mim
Te adorar é o que sustenta-me de pé
Eu não vou, não vou perder a guerra
Te louvar em meio às tentações
É mais que estratégia
Posso não ver o amanhã
Mas hoje sei
Que esse deserto vai chegar ao fim
O Senhor está cuidando de mim"
26,Grato a Ti,Harpa Cristã,"Ó meu Senhor, dá-me mais gratidão
Por tudo que Tu fizeste por mim
Por Tua graça no meu coração
Que me encheu de ventura sem fim!
Mais grato a Ti, mais grato a Ti
Mais consagrado, ó faz-me, Senhor!
Mais humilhado e cheio de amor
Faz-me mais grato a Ti, mais grato a Ti!
De graça deste ao meu coração
A santidade, a paz e a fé
Gozo celeste e consolação
E liberdade de estar aos Teus pés
Mais grato a Ti, mais grato a Ti
Mais consagrado, ó faz-me, Senhor!
Mais humilhado e cheio de amor
Faz-me mais grato a Ti, mais grato a Ti!
Ó meu Senhor, Tu fizeste por mim
O que ninguém poderia fazer
Na cruz pregado verteste, assim
Sangue, no qual sempre posso vencer!
Mais grato a Ti, mais grato a Ti
Mais consagrado, ó faz-me, Senhor!
Mais humilhado e cheio de amor
Faz-me mais grato a Ti, mais grato a Ti!"
27,Com Muito Louvor,Cassiane,"Deus não rejeita oração, oração é alimento
Nunca vi um justo sem resposta ou ficar no sofrimento
Basta somente esperar o que Deus irá fazer
Quando Ele estende Suas mãos, é a hora de vencer
Então, louve
Simplesmente louve
Tá chorando, louve
Precisando, louve
Tá sofrendo, louve
Não importa, louve
Seu louvor invade o céu
Deus vai na frente abrindo o caminho
Quebrando as correntes, tirando os espinhos
Ordena aos anjos pra contigo lutar
Ele abre as portas pra ninguém mais fechar
Ele trabalha pra o que Nele confia
Caminha contigo de noite ou de dia
Erga suas mãos, sua bênção chegou
Comece a cantar com muito louvor
Com muito louvor, com muito louvor
Com muito louvor
A gente precisa entender o que Deus está falando
Quando Ele fica em silêncio é porque está trabalhando
Basta somente esperar o que Deus irá fazer
Quando Ele estende Suas mãos, é a hora de vencer
Então, louve (louve)
Simplesmente louve (louve)
Tá chorando, louve (louve)
Precisando, louve (louve)
Tá sofrendo, louve (louve)
Não importa, louve
Seu louvor invade o céu
Deus vai na frente abrindo o caminho
Quebrando as correntes, tirando os espinhos
Ordena aos anjos pra contigo lutar
Ele abre as portas pra ninguém mais fechar
Ele trabalha pra o que Nele confia
Caminha contigo de noite ou de dia
Erga suas mãos, sua bênção chegou
Comece a cantar com muito louvor
Com muito louvor, com muito louvor
Com muito louvor
Com muito louvor, com muito louvor
Com muito louvor, com muito louvor
Com muito louvor, com muito louvor
Com muito louvor, com muito louvor
(Com muito louvor, com muito louvor) adore ao Senhor
(Com muito louvor) exalte o Senhor
Cante ao Senhor com muito louvor"
28,to bem,Jovem Dionisio,"Tô bem (tô bem)
Tô bem
Tô bem (tô bem)
Tô bem
Tô bem (tô bem)
Tô bem
Tô bem (tô bem)
Tô bonitinho (uou)
Ah, cê reparou que eu me arrumei?
Ah, tô bonitinho
Já vesti não sei o que e botei meu cabelinho
De frente, tô bonitinho
De lado, tô bonitinho
Já não posso esperar que de noite eu vou ganhar
Aquele beijo
Aquele
Ah, já tô sonhando
Aquele beijo
Aquele beijo
Aquele beijo (beijo, beijo, beijo)
Tô bem (tô bem)
Tô bem
Tô bem (tô bem)
Tô bem (tô bonitinho)
Tô bem (tô bem)
Tô bem
Tô bem (tô bem)
Tô bem (tô bonitinho)
Me diz o que cê faz pra ficar bem (pra ficar bem)
O Alfredino tá lotado, já não cabe mais ninguém
Tá o pai, o filho, o santo também
Meu verdão foi rebaixado, mas tá tudo bem
Então tá (então tá, então tá), não pode parar (uou)
Se melhorar, pode piorar (tô bonitinho)
É como diz aquele velho ditado
É o Biro Biro de sapato no Subaru, se sentindo
(Bem) tô bem
Tô bem
Tô bem
Tô bem
(Bem) tô bem
Tô bem
Tô bem
Tô bem
(Tô bonitinho)
Me sinto bem, I'm feeling good
Tô bem, tô bem, in love por tu
Me sinto bem, I'm feeling good
Tô bem, tô bem, requebrando o bumbum, vem
Me sinto bem, I'm feeling good
Tô bem, tô bem, in love por tu, uh
Me sinto bem, I'm feeling good
Tô bem, tô bem, requebrando o bumbum, vai"
